date,z1_mixed,z2_rates,z3_inflation,z1_mixed_s,z2_rates_s,z3_inflation_s,hmm_state,regime,regime_gate,composite_score
2024-07-22,-2.4580748696030317,-0.20377778413258463,1.2233783555249544,0.29619241701388455,-0.0075464566315340265,0.2865168074761638,1,Bear,0.0,0.347410358565737
2024-07-23,0.9631805232123106,0.08247213922481553,1.2127703249365314,0.4348300088161441,-0.06339571432907667,0.2538814923868427,1,Bear,0.0,0.43984063745019925
2024-07-24,4.060551870838835,2.6289396129164495,-0.8765288374563173,0.5470500748985954,-0.1265383647043139,0.17330173567003715,1,Bear,0.0,0.7219123505976095
2024-07-25,0.02862703857401053,-0.47373548807332405,-0.8191396459252933,0.48359505118403456,-0.32745491396058934,0.1452135076095493,1,Bear,0.0,0.6940239043824702
2024-07-26,-2.478619301213477,-2.5830250443287723,1.040700290129232,0.4428884280999751,-0.521057434511228,0.16534293722580357,1,Bear,0.0,0.5752988047808766
2024-07-29,1.0277966537266154,-0.7419072057361618,1.1218405562162344,0.5482571914815881,-0.6115615745709895,0.14170449919688644,1,Bear,0.0,0.5880478087649402
2024-07-30,0.6663157773815122,-0.4962799005204334,-0.9243176710038985,0.6296489817509499,-0.6955484330724924,0.06905925831700188,1,Bear,0.0,0.7266932270916334
2024-07-31,-1.911506796284304,-3.20750984983463,-2.4436492092731648,0.7092074322387834,-0.7894987182015982,0.04608286390316235,1,Bear,0.0,0.7163346613545816
2024-08-01,3.888256155391138,-1.4486451727584977,1.667490547935886,0.9198015941527713,-0.7625484467490525,0.14759307314813924,1,Bear,0.0,0.9219123505976095
2024-08-02,5.317425121108331,-4.39632752601805,1.9228086734957734,0.9819730280048409,-0.7012933389960345,0.17310840865372876,1,Bear,0.0,0.9665338645418327
2024-08-05,5.809788044626984,1.50618527096739,-0.07164587530796779,0.8273718572017359,-0.45528652189191565,0.11113873091721604,1,Bear,0.0,0.9123505976095618
2024-08-06,-2.3797863041957914,2.660853272568265,1.0671960354393042,0.42364987702736867,-0.3073532944307621,0.05830828349196254,1,Bear,0.0,0.697211155378486
2024-08-07,0.7738726285267101,1.7896447080758973,-1.5386564810099326,0.16009970591415934,-0.30783039531955997,-0.044966551530658,3,Mild Bull,1.0,0.5107569721115537
2024-08-08,-4.348175276679758,-0.542301406209985,-0.6523314934483255,-0.13413911132967749,-0.41318125137813067,-0.07355689007931485,3,Mild Bull,1.0,0.34342629482071696
2024-08-09,-0.2312186908598405,-1.503619892702751,-0.4070338662903862,-0.21767612030601025,-0.5120760996951086,-0.07320849845952115,3,Mild Bull,1.0,0.2868525896414342
2024-08-12,0.459619815541163,-0.7414838559161693,-2.0609095350760844,-0.3005360007546515,-0.5613937583617045,-0.05616883844818421,0,Strong Bull,1.0,0.15856573705179283
2024-08-13,-1.7771906700533888,-2.173075737932008,1.4809413848137694,-0.4214036720180835,-0.601706912150577,0.06110785639454777,0,Strong Bull,1.0,-0.03824701195219121
2024-08-14,-0.4250824687807516,-0.8506807407622422,0.8807356851636438,-0.47448199337975017,-0.5634516246503781,0.10739287481631862,0,Strong Bull,1.0,-0.10199203187250988
